cat_code,cat_label,cluster_id,cluster_label,question_category,question_code,question_label,question_text,scale_or_logic
C038,Altri Impianti Per La Produzione E L'Estrazione Di Energia,C10,Reti e impianti energetici,qualitativa,D5-C10,Riduzione CO2,Quante tonnellate di CO2 equivalente vengono evitate annualmente rispetto allo scenario di riferimento (baseline)?,A: Riduzione >5.000 tCO2eq/anno. | M: Riduzione 500–5.000 tCO2eq/anno. | B: Riduzione <500 tCO2eq/anno o impatto trascurabile sulle emissioni. | N: Non applicabile — l'alternativa non incide sulle emissioni climalteranti.
C038,Altri Impianti Per La Produzione E L'Estrazione Di Energia,C10,Reti e impianti energetici,qualitativa,D6-C10,Resilienza energetica,"In che misura l'alternativa migliora la sicurezza e la continuità dell'approvvigionamento energetico locale, riducendo la dipendenza da fonti esterne o da infrastrutture critiche vulnerabili?","A: Elimina una criticità strutturale della rete locale o aumenta significativamente la quota di produzione distribuita/rinnovabile. | M: Migliora la resilienza della rete senza eliminare le criticità strutturali. | B: Impatto limitato sulla resilienza — intervento di potenziamento su rete già stabile. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C039,Altri Impianti Produzione Energie Da Fonti Rinnovabili,C10,Reti e impianti energetici,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C039,Altri Impianti Produzione Energie Da Fonti Rinnovabili,C10,Reti e impianti energetici,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C039,Altri Impianti Produzione Energie Da Fonti Rinnovabili,C10,Reti e impianti energetici,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C039,Altri Impianti Produzione Energie Da Fonti Rinnovabili,C10,Reti e impianti energetici,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C039,Altri Impianti Produzione Energie Da Fonti Rinnovabili,C10,Reti e impianti energetici,qualitativa,D5-C10,Riduzione CO2,Quante tonnellate di CO2 equivalente vengono evitate annualmente rispetto allo scenario di riferimento (baseline)?,A: Riduzione >5.000 tCO2eq/anno. | M: Riduzione 500–5.000 tCO2eq/anno. | B: Riduzione <500 tCO2eq/anno o impatto trascurabile sulle emissioni. | N: Non applicabile — l'alternativa non incide sulle emissioni climalteranti.
C039,Altri Impianti Produzione Energie Da Fonti Rinnovabili,C10,Reti e impianti energetici,qualitativa,D6-C10,Resilienza energetica,"In che misura l'alternativa migliora la sicurezza e la continuità dell'approvvigionamento energetico locale, riducendo la dipendenza da fonti esterne o da infrastrutture critiche vulnerabili?","A: Elimina una criticità strutturale della rete locale o aumenta significativamente la quota di produzione distribuita/rinnovabile. | M: Migliora la resilienza della rete senza eliminare le criticità strutturali. | B: Impatto limitato sulla resilienza — intervento di potenziamento su rete già stabile. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C040,Impianti Di Cogenerazione,C10,Reti e impianti energetici,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C040,Impianti Di Cogenerazione,C10,Reti e impianti energetici,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C040,Impianti Di Cogenerazione,C10,Reti e impianti energetici,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C040,Impianti Di Cogenerazione,C10,Reti e impianti energetici,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C040,Impianti Di Cogenerazione,C10,Reti e impianti energetici,qualitativa,D5-C10,Riduzione CO2,Quante tonnellate di CO2 equivalente vengono evitate annualmente rispetto allo scenario di riferimento (baseline)?,A: Riduzione >5.000 tCO2eq/anno. | M: Riduzione 500–5.000 tCO2eq/anno. | B: Riduzione <500 tCO2eq/anno o impatto trascurabile sulle emissioni. | N: Non applicabile — l'alternativa non incide sulle emissioni climalteranti.
C040,Impianti Di Cogenerazione,C10,Reti e impianti energetici,qualitativa,D6-C10,Resilienza energetica,"In che misura l'alternativa migliora la sicurezza e la continuità dell'approvvigionamento energetico locale, riducendo la dipendenza da fonti esterne o da infrastrutture critiche vulnerabili?","A: Elimina una criticità strutturale della rete locale o aumenta significativamente la quota di produzione distribuita/rinnovabile. | M: Migliora la resilienza della rete senza eliminare le criticità strutturali. | B: Impatto limitato sulla resilienza — intervento di potenziamento su rete già stabile. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C041,Impianti Produzione Idroelettrica,C10,Reti e impianti energetici,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C041,Impianti Produzione Idroelettrica,C10,Reti e impianti energetici,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C041,Impianti Produzione Idroelettrica,C10,Reti e impianti energetici,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C041,Impianti Produzione Idroelettrica,C10,Reti e impianti energetici,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C041,Impianti Produzione Idroelettrica,C10,Reti e impianti energetici,qualitativa,D5-C10,Riduzione CO2,Quante tonnellate di CO2 equivalente vengono evitate annualmente rispetto allo scenario di riferimento (baseline)?,A: Riduzione >5.000 tCO2eq/anno. | M: Riduzione 500–5.000 tCO2eq/anno. | B: Riduzione <500 tCO2eq/anno o impatto trascurabile sulle emissioni. | N: Non applicabile — l'alternativa non incide sulle emissioni climalteranti.
C041,Impianti Produzione Idroelettrica,C10,Reti e impianti energetici,qualitativa,D6-C10,Resilienza energetica,"In che misura l'alternativa migliora la sicurezza e la continuità dell'approvvigionamento energetico locale, riducendo la dipendenza da fonti esterne o da infrastrutture critiche vulnerabili?","A: Elimina una criticità strutturale della rete locale o aumenta significativamente la quota di produzione distribuita/rinnovabile. | M: Migliora la resilienza della rete senza eliminare le criticità strutturali. | B: Impatto limitato sulla resilienza — intervento di potenziamento su rete già stabile. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C042,Impianti Produzione Termoelettrica,C10,Reti e impianti energetici,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C042,Impianti Produzione Termoelettrica,C10,Reti e impianti energetici,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C042,Impianti Produzione Termoelettrica,C10,Reti e impianti energetici,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C042,Impianti Produzione Termoelettrica,C10,Reti e impianti energetici,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C042,Impianti Produzione Termoelettrica,C10,Reti e impianti energetici,qualitativa,D5-C10,Riduzione CO2,Quante tonnellate di CO2 equivalente vengono evitate annualmente rispetto allo scenario di riferimento (baseline)?,A: Riduzione >5.000 tCO2eq/anno. | M: Riduzione 500–5.000 tCO2eq/anno. | B: Riduzione <500 tCO2eq/anno o impatto trascurabile sulle emissioni. | N: Non applicabile — l'alternativa non incide sulle emissioni climalteranti.
C042,Impianti Produzione Termoelettrica,C10,Reti e impianti energetici,qualitativa,D6-C10,Resilienza energetica,"In che misura l'alternativa migliora la sicurezza e la continuità dell'approvvigionamento energetico locale, riducendo la dipendenza da fonti esterne o da infrastrutture critiche vulnerabili?","A: Elimina una criticità strutturale della rete locale o aumenta significativamente la quota di produzione distribuita/rinnovabile. | M: Migliora la resilienza della rete senza eliminare le criticità strutturali. | B: Impatto limitato sulla resilienza — intervento di potenziamento su rete già stabile. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C043,Altre Strutture/Infrastrutture Aeroportuali,C02,Infrastrutture di trasporto specializzate,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C043,Altre Strutture/Infrastrutture Aeroportuali,C02,Infrastrutture di trasporto specializzate,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C043,Altre Strutture/Infrastrutture Aeroportuali,C02,Infrastrutture di trasporto specializzate,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C043,Altre Strutture/Infrastrutture Aeroportuali,C02,Infrastrutture di trasporto specializzate,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C043,Altre Strutture/Infrastrutture Aeroportuali,C02,Infrastrutture di trasporto specializzate,qualitativa,D5-C02,Capacità e volumi,"In che misura l'alternativa aumenta la capacità dell'infrastruttura in termini di passeggeri, merci o movimenti gestibili?","A: Incremento di capacità >20% rispetto allo stato attuale o sblocco di una strozzatura critica. | M: Incremento significativo ma parziale (5–20%). | B: Incremento marginale (<5%) o solo miglioramento qualitativo senza aumento di capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C043,Altre Strutture/Infrastrutture Aeroportuali,C02,Infrastrutture di trasporto specializzate,qualitativa,D6-C02,Integrazione intermodale,"In che misura l'alternativa migliora la connessione tra diversi modi di trasporto (ferro-gomma, porto-ferrovia, aeroporto-TPL)?","A: Crea un nuovo nodo intermodale o risolve una disconnessione strutturale tra modi di trasporto. | M: Migliora una connessione intermodale esistente. | B: Intervento monomodale senza effetti sull'integrazione con altri sistemi di trasporto. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C044,Aerostazioni,C02,Infrastrutture di trasporto specializzate,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C044,Aerostazioni,C02,Infrastrutture di trasporto specializzate,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C044,Aerostazioni,C02,Infrastrutture di trasporto specializzate,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C044,Aerostazioni,C02,Infrastrutture di trasporto specializzate,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C044,Aerostazioni,C02,Infrastrutture di trasporto specializzate,qualitativa,D5-C02,Capacità e volumi,"In che misura l'alternativa aumenta la capacità dell'infrastruttura in termini di passeggeri, merci o movimenti gestibili?","A: Incremento di capacità >20% rispetto allo stato attuale o sblocco di una strozzatura critica. | M: Incremento significativo ma parziale (5–20%). | B: Incremento marginale (<5%) o solo miglioramento qualitativo senza aumento di capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C044,Aerostazioni,C02,Infrastrutture di trasporto specializzate,qualitativa,D6-C02,Integrazione intermodale,"In che misura l'alternativa migliora la connessione tra diversi modi di trasporto (ferro-gomma, porto-ferrovia, aeroporto-TPL)?","A: Crea un nuovo nodo intermodale o risolve una disconnessione strutturale tra modi di trasporto. | M: Migliora una connessione intermodale esistente. | B: Intervento monomodale senza effetti sull'integrazione con altri sistemi di trasporto. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C045,Piste,C02,Infrastrutture di trasporto specializzate,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C045,Piste,C02,Infrastrutture di trasporto specializzate,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C045,Piste,C02,Infrastrutture di trasporto specializzate,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C045,Piste,C02,Infrastrutture di trasporto specializzate,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C045,Piste,C02,Infrastrutture di trasporto specializzate,qualitativa,D5-C02,Capacità e volumi,"In che misura l'alternativa aumenta la capacità dell'infrastruttura in termini di passeggeri, merci o movimenti gestibili?","A: Incremento di capacità >20% rispetto allo stato attuale o sblocco di una strozzatura critica. | M: Incremento significativo ma parziale (5–20%). | B: Incremento marginale (<5%) o solo miglioramento qualitativo senza aumento di capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C045,Piste,C02,Infrastrutture di trasporto specializzate,qualitativa,D6-C02,Integrazione intermodale,"In che misura l'alternativa migliora la connessione tra diversi modi di trasporto (ferro-gomma, porto-ferrovia, aeroporto-TPL)?","A: Crea un nuovo nodo intermodale o risolve una disconnessione strutturale tra modi di trasporto. | M: Migliora una connessione intermodale esistente. | B: Intervento monomodale senza effetti sull'integrazione con altri sistemi di trasporto. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C046,Altre Strutture/Infrastrutture Ferroviarie,C02,Infrastrutture di trasporto specializzate,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C046,Altre Strutture/Infrastrutture Ferroviarie,C02,Infrastrutture di trasporto specializzate,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C046,Altre Strutture/Infrastrutture Ferroviarie,C02,Infrastrutture di trasporto specializzate,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
